id,income
0,0.47966693630824003
1,0.5060065315654145
2,0.4974339559675954
3,0.5510488669099776
4,0.48221448982952003
5,0.4401015610084617
6,0.49332252710630703
7,0.48361615167660976
8,0.4654639436942731
9,0.5008084577426153
10,0.5065608959989175
11,0.6000846912341674
12,0.5000789953816923
13,0.47819203231796115
14,0.5045957619953652
15,0.5045954598420438
16,0.4963411886488357
17,0.48273645196206866
18,0.4814273265876268
19,0.4617492631123874
20,0.39098456324478664
21,0.5433669357888886
22,0.5018506388491121
23,0.4608120933773023
24,0.606331300727253
25,0.49809012961351823
26,0.4725621159425441
27,0.5058302849227283
28,0.4397739273887171
29,0.472067932969528
30,0.4774710321279893
31,0.454263093634166
32,0.4598265648076188
33,0.49243543128024353
34,0.4851536508593665
35,0.5058302849227283
36,0.4934326470159058
37,0.4941382024154178
38,0.47658998790283086
39,0.4683374105418117
40,0.5084805259429872
41,0.44248289769915505
42,0.49544404896872
43,0.47734441244709147
44,0.4812656832062237
45,0.47136277721055175
46,0.60206775526612
47,0.4851007570866165
48,0.4752014843291756
49,0.47166028541201854
50,0.48738090349566154
51,0.4794107929732671
52,0.467469668613146
53,0.4696256117956075
54,0.40855926146599386
55,0.49893797896878866
56,0.40675136489248964
57,0.48206217816223595
58,0.5057146428484157
59,0.47580557671550483
60,0.4956067558541862
61,0.4971197084875067
62,0.4060798980833506
63,0.48594641230526203
64,0.49077590104951896
65,0.47760244714354977
66,0.4768976493445117
67,0.48149160435703997
68,0.5555775276533058
69,0.3668570184589316
70,0.4993525354800511
71,0.49522053101276015
72,0.48747590594661583
73,0.475896805843731
74,0.4623735232208003
75,0.501456308642632
76,0.47341414565241563
77,0.49179795098919354
78,0.49348497334481856
79,0.6010377724637537
80,0.48599786379720683
81,0.47386699730460846
82,0.4877551914291688
83,0.47710151296591885
84,0.4719418443455729
85,0.5447231375476004
86,0.48900323839370363
87,0.49147523407790916
88,0.46791103439749676
89,0.4968963242100993
90,0.4822297494450663
91,0.37354777713710896
92,0.4857959830226768
93,0.4869629607373772
94,0.4711335188955456
95,0.41289108857679235
96,0.48995439117966155
97,0.5019472633433198
98,0.4701983374364796
99,0.4955163877646025
100,0.4606235944160032
101,0.4901294031823823
102,0.4986978314360325
103,0.48805746875389583
104,0.49789701367312916
105,0.4945559899201278
106,0.4822946687161692
107,0.49741607170214847
108,0.48599537561721545
109,0.5479918694743281
110,0.5061167735190867
111,0.41337809807460374
112,0.47838725098525775
113,0.49748777984535203
114,0.4949585786421596
115,0.47962941102802703
116,0.45571016651156837
117,0.5050311930260439
118,0.4720576480018023
119,0.48575397938368886
120,0.4765286309511675
121,0.4486707235836454
122,0.6384203126686334
123,0.49514939312571726
124,0.4732078104796759
125,0.4779617541704824
126,0.4872606195766508
127,0.5926320561200074
128,0.5001298597607726
129,0.4988453383686589
130,0.4816402120532105
131,0.4865664286353805
132,0.472573148208875
133,0.4919057850094865
134,0.5015823963647633
135,0.4692076074375436
136,0.5016965790199032
137,0.41616221745088056
138,0.49743579077714206
139,0.5057146428484157
140,0.4651584969075574
141,0.491219052504342
142,0.4746887544331305
143,0.45561385978578745
144,0.49514939312571726
145,0.5008169882208519
146,0.5062742345308009
147,0.37950068047549573
148,0.48932689912871896
149,0.5037017025460436
150,0.4956067558541862
151,0.4762774049275692
152,0.5015131341503681
153,0.5069063348220303
154,0.495055520390815
155,0.45330690176616073
156,0.5002238677818317
157,0.5070963773861538
158,0.48158709343112854
159,0.44750825718626436
160,0.4852706661246526
161,0.48233008057277815
162,0.4855181342236332
163,0.3766550758159032
164,0.46097141623524
165,0.46668296393151965
166,0.48505146494735735
167,0.5031892762720093
168,0.5051230862852853
169,0.40125228593076184
170,0.5062742345308009
171,0.48312069612129654
172,0.3803968386456754
173,0.49481096773820277
174,0.4777243680213386
175,0.5779761403226876
176,0.4740039060456041
177,0.4957612160250097
178,0.4983023049425078
179,0.6906826061653452
180,0.48154467992255173
181,0.49285202276248374
182,0.4852370450041611
183,0.486902516931841
184,0.5804851289946306
185,0.4931739894779361
186,0.4949898463557482
187,0.5555312529873592
188,0.49463495401412894
189,0.4851778809526936
190,0.5016436035256714
191,0.47412822905034413
192,0.47044201761548227
193,0.43364456372363636
194,0.4815944452127273
195,0.4956860896340521
196,0.45651197868020865
197,0.5012171676783602
198,0.49193066097120175
199,0.4797644775145053
200,0.4815944452127273
201,0.5087763536763633
202,0.485572663035591
203,0.5064774751623937
204,0.4818366370685829
205,0.481042515005387
206,0.5010158755113011
207,0.4976461772655256
208,0.4889681127338872
209,0.46414422909910663
210,0.46045659859876736
211,0.5088188973447402
212,0.39022917828044223
213,0.47662829830477876
214,0.5011928439299533
215,0.6070150030031117
216,0.47857274121450494
217,0.5034238449249882
218,0.48839926699766145
219,0.49472757170131765
220,0.4738653953841826
221,0.5033117844641557
222,0.5055897036391913
223,0.49372216063569924
224,0.4972530462280909
225,0.47645779722898696
226,0.46985594622748356
227,0.39079131862786315
228,0.47002528533701043
229,0.4973810148744711
230,0.4738277168287538
231,0.6089724030314252
232,0.4865070984332429
233,0.4487754576361378
234,0.3009604971105236
235,0.4953081853616508
236,0.47506795980525107
237,0.5069063348220303
238,0.6608725968521367
239,0.5484471318527875
240,0.4893773705015237
241,0.46467020318278074
242,0.3956155447349844
243,0.3874776841716233
244,0.45273875877512754
245,0.48713925102423383
246,0.5022039627424689
247,0.49789699527254766
248,0.4836244337817014
249,0.4968980742618576
250,0.46231423519134385
251,0.4833838532096701
252,0.4825073772810734
253,0.47804295648802597
254,0.49431440611386346
255,0.4940142897950754
256,0.4969154954081393
257,0.49830167363442185
258,0.4860417995948113
259,0.49917047019652433
260,0.507214746492327
261,0.48221448982952003
262,0.48161828832343767
263,0.49643260721055077
264,0.5103330950363312
265,0.4779047311845516
266,0.48444594727791446
267,0.46577015746787187
268,0.5023598848098981
269,0.48284666990933195
270,0.47430304158813963
271,0.3965519441345498
272,0.5933534576637693
273,0.49354673660976905
274,0.4920588998233383
275,0.5024579565898519
276,0.4954312275795422
277,0.5030516790228956
278,0.4987695464483733
279,0.47471105020736953
280,0.4581751559061364
281,0.49775569860840246
282,0.5057143704117752
283,0.4868819335734437
284,0.48058373935657195
285,0.46759653907725046
286,0.5044829231612208
287,0.4921304170413214
288,0.4998397016353943
289,0.48264903315785657
290,0.6031354885048014
291,0.46856914130840815
292,0.5019946382748075
293,0.5535410810422315
294,0.491880081308628
295,0.4854987700187906
296,0.49430688411043683
297,0.4626510141055122
298,0.5098460686670038
299,0.4789738724851287
300,0.49075506518134826
301,0.49930757890880406
302,0.4639359949990603
303,0.5132043363030292
304,0.6055479551335513
305,0.4922933325834649
306,0.47491082930380535
307,0.4731595424124331
308,0.5015428451030327
